GeneID	kTotal	kWithin	kOut	kDiff	colors	Rank	GeneNumber	Rank_ratio
CRB1	0.00391209405730526	0.00390774195964398	4.35209766127577e-06	0.00390338986198271	grey	6983	12882	54.2
CRB2	0.000488249169613162	0.00048647742018499	1.7717494281721e-06	0.000484705670756818	grey	10763	12882	83.6
CRB3	0.00109527069722819	0.00104321305771916	5.20576395090294e-05	0.000991155418210127	grey	9338	12882	72.5
CRBN	0.828101080407495	0.715717704851775	0.112383375555719	0.603334329296056	grey	218	12882	1.7
CRCP	0.00785419972345568	0.00758539154276717	0.000268808180688514	0.00731658336207866	grey	5876	12882	45.6
CREB1	0.117346280581571	0.0771709667678284	0.0401753138137424	0.036995652954086	grey	2165	12882	16.8
CREB3	0.156410416133945	0.105814205295562	0.0505962108383831	0.0552179944571785	grey	1735	12882	13.5
CREB3L1	0.000542636349790855	0.00054257647797172	5.98718191340908e-08	0.000542516606152586	grey	10568	12882	82
CREB3L2	0.000364720654565296	0.000359431588504501	5.28906606079476e-06	0.000354142522443706	grey	11327	12882	87.9
CREB3L3	0.000731070866869724	0.000726946654156695	4.12421271302947e-06	0.000722822441443666	grey	10017	12882	77.8
CREB3L4	0.00343237096169138	0.00211425228204053	0.00131811867965085	0.000796133602389674	grey	8066	12882	62.6
CREB5	0.0272954897278141	0.0272901251891748	5.36453863932834e-06	0.0272847606505355	grey	3729	12882	28.9
CREBBP	0.268926705213047	0.204145676336068	0.0647810288769788	0.139364647459089	grey	971	12882	7.5
CREBL2	0.111991304467895	0.0401216061398752	0.0718696983280202	-0.031748092188145	grey	3126	12882	24.3
CREBZF	0.042869228523731	0.0274955670119729	0.0153736615117581	0.0121219055002148	grey	3713	12882	28.8
CREG1	0.0295378032578501	0.0266881366233927	0.00284966663445741	0.0238384699889353	grey	3765	12882	29.2
CRELD1	0.103745859261324	0.056482607561515	0.047263251699809	0.00921935586170602	grey	2636	12882	20.5
CRELD2	0.00419335228831846	0.00358667761028375	0.000606674678034711	0.00298000293224904	grey	7133	12882	55.4
CRHBP	0.0308969870336017	0.030896793031623	1.94001978641445e-07	0.0308965990296444	grey	3517	12882	27.3
CRHR2	0.00121529104624234	0.00121449130458459	7.9974165775854e-07	0.00121369156292683	grey	9045	12882	70.2
CRIM1	0.0385935097931972	0.0298450125123327	0.00874849728086455	0.0210965152314681	grey	3581	12882	27.8
CRIP1	0.136865210712937	0.094738683466022	0.0421265272469147	0.0526121562191073	grey	1866	12882	14.5
CRIP2	0.000469530384122546	0.000439017183633497	3.05132004890489e-05	0.000408503983144448	grey	10956	12882	85
CRIP3	0.00139714288588836	0.00139505277198369	2.09011390467774e-06	0.00139296265807901	grey	8830	12882	68.5
CRIPT	0.00147576710939593	0.00144426006262341	3.15070467725202e-05	0.00141275301585089	grey	8766	12882	68
CRISPLD2	0.00041588118812507	0.000414320432016874	1.56075610819527e-06	0.000412759675908679	grey	11063	12882	85.9
CRKL	0.000396890917385081	0.000391758388774786	5.13252861029435e-06	0.000386625860164492	grey	11170	12882	86.7
CRLF3	0.119223212291687	0.114701801606763	0.00452141068492433	0.110180390921838	grey	1614	12882	12.5
CRLS1	0.160617029143288	0.0506402312041308	0.109976797939157	-0.0593365667350263	grey	2783	12882	21.6
CRMP1	0.00238457455098161	0.00237733776330628	7.23678767532588e-06	0.00237010097563096	grey	7861	12882	61
CRNDE	0.00599889506384406	0.00596415567770582	3.47393861382375e-05	0.00592941629156758	grey	6291	12882	48.8
CRNKL1	0.0699624823929791	0.0322482321953716	0.0377142501976075	-0.00546601800223599	grey	3453	12882	26.8
CROCC	0.0667763900949814	0.0136481884956685	0.0531282015993129	-0.0394800131036444	grey	4890	12882	38
CROCCP2	0.000578238833951018	0.000570982975595008	7.25585835600927e-06	0.000563727117238999	grey	10486	12882	81.4
CROCCP3	0.00378856062387653	0.00350403124870519	0.000284529375171335	0.00321950187353386	grey	7169	12882	55.7
CROT	0.0156962821381725	0.0141056367706795	0.00159064536749298	0.0125149914031865	grey	4838	12882	37.6
CRTAC1	0.00107325526059819	0.00106197464984877	1.12806107494265e-05	0.00105069403909934	grey	9301	12882	72.2
CRTAM	0.00028008405710044	0.000279241064278538	8.42992821901869e-07	0.000278398071456636	grey	11723	12882	91
CRTAP	0.00374939370221152	0.00363425907930545	0.000115134622906072	0.00351912445639938	grey	7113	12882	55.2
CRTC1	0.00268323194512147	0.00267740079948076	5.83114564070434e-06	0.00267156965384006	grey	7643	12882	59.3
CRTC2	0.364101613298049	0.283092378492409	0.0810092348056397	0.202083143686769	grey	692	12882	5.4
CRTC3	0.0727765510803396	0.0449884596199252	0.0277880914604144	0.0172003681595107	grey	2950	12882	22.9
CRX	0.000457514322565695	0.000442294194816388	1.52201277493074e-05	0.000427074067067081	grey	10946	12882	85
CRY1	0.0686834267467785	0.0205287374772412	0.0481546892695373	-0.027625951792296	grey	4208	12882	32.7
CRY2	0.156269640340332	0.115227255192808	0.0410423851475241	0.0741848700452835	grey	1609	12882	12.5
CRYBA1	0.000131670058172871	0.000130273135155361	1.39692301751013e-06	0.000128876212137851	grey	12572	12882	97.6
CRYBA4	0.000326953898306637	0.000325282157780493	1.67174052614417e-06	0.000323610417254348	grey	11488	12882	89.2
CRYBB1	0.00134661757971231	0.00134640654652044	2.11033191873039e-07	0.00134619551332857	grey	8895	12882	69
CRYBB2	0.000601276839344502	0.000574112887804592	2.71639515399097e-05	0.000546948936264682	grey	10469	12882	81.3
CRYBB2P1	0.00844956660819679	0.00729415134195041	0.00115541526624639	0.00613873607570402	grey	5942	12882	46.1
CRYBB3	0.00195671497396703	0.0019541646497187	2.55032424833742e-06	0.00195161432547036	grey	8208	12882	63.7
CRYGN	0.000174498544041611	0.000173554184129502	9.44359912108996e-07	0.000172609824217393	grey	12352	12882	95.9
CRYGS	0.000327916306691989	0.000314825630751249	1.309067594074e-05	0.000301734954810509	grey	11535	12882	89.5
CRYL1	0.00629239760164095	0.00448724571405401	0.00180515188758694	0.00268209382646707	grey	6757	12882	52.5
CRYM-AS1	6.75140412250684e-05	6.74812435273189e-05	3.27976977495322e-08	6.74484458295693e-05	grey	12841	12882	99.7
CRYZ	0.0159247262441925	0.00929767340445687	0.00662705283973566	0.00267062056472121	grey	5534	12882	43
CRYZL1	0.0291629814218342	0.0243716412761336	0.00479134014570064	0.0195803011304329	grey	3905	12882	30.3
CS	0.0238461376949309	0.0229565772020123	0.000889560492918627	0.0220670167090937	grey	4022	12882	31.2
CSAD	0.0046078967474986	0.00454574620907304	6.21505384255667e-05	0.00448359567064747	grey	6731	12882	52.3
CSDC2	0.0363424327471238	0.0363414345586307	9.98188493084307e-07	0.0363404363701376	grey	3266	12882	25.4
CSDE1	0.705299791343728	0.517062180453815	0.188237610889913	0.328824569563903	grey	326	12882	2.5
CSE1L	0.702037237997611	0.338886759717191	0.36315047828042	-0.0242637185632287	grey	571	12882	4.4
CSF1	0.00403467760967699	0.00257419122226622	0.00146048638741077	0.00111370483485545	grey	7706	12882	59.8
