gene	type
DNAJB8	im_GMK
C5	im_GMK
PAIP1	im_GMK
SELPLG	im_GMK
GDF3	im_GMK
GDF11	im_GMK
POR	im_GMK
VPS9D1	im_GMK
MSANTD3	im_GMK
GART	im_GMK
PRPF19	im_GMK
MSGN1	im_GMK
LRP5L	im_GMK
FAM60A	im_GMK
L3MBTL4	im_GMK
LOC497256	im_GMK
DNAJC5B	im_GMK
RPS16	im_GMK
RAVER1	im_GMK
SCAI	im_GMK
IFITM1	im_GMK
CLTC	im_GMK
OSBPL6	im_GMK
ATP7A	im_GMK
RRP7B	im_GMK
ETF1	im_GMK
SLC39A8	im_GMK
OPHN1	im_GMK
MAST2	im_GMK
TNFRSF25	im_GMK
STEAP3	im_GMK
PRR3	im_GMK
KBTBD8	im_GMK
DYTN	im_GMK
C1QTNF6	im_GMK
CARD11	im_GMK
SETD3	im_GMK
CNOT6L	im_GMK
FAM27E3	im_GMK
RCHY1	im_GMK
KRI1	im_GMK
ITPR3	im_GMK
PRKCH	im_GMK
MAD2L2	im_GMK
CYSTM1	im_GMK
CEL	im_GMK
PSMD5	im_GMK
STARD10	im_GMK
NT5E	im_GMK
TM7SF2	im_GMK
TBXA2R	im_GMK
PLAUR	im_GMK
LCK	im_GMK
EIF2S2	im_GMK
PTGR1	im_GMK
FAM117B	im_GMK
LGALS4	im_GMK
CDK2AP2	im_GMK
ACVR2B	im_GMK
SH3RF2	im_GMK
RASGRP1	im_GMK
CCL5	im_GMK
LOC100129186	im_GMK
HSPB9	im_GMK
TMEM217	im_GMK
ABLIM2	im_GMK
LOC100133145	im_GMK
CUX2	im_GMK
DOCK9	im_GMK
OR14C36	im_GMK
C12orf75	im_GMK
TAX1BP3	im_GMK
JKAMP	im_GMK
MAMSTR	im_GMK
TCL1A	im_GMK
MPV17	im_GMK
CBWD5	im_GMK
RQCD1	im_GMK
ADAM19	im_GMK
THEMIS	im_GMK
TCEA3	im_GMK
LOC100996350	im_GMK
DDR1	im_GMK
TOMM20	im_GMK
GCK	im_GMK
CA14	im_GMK
PTPN20B	im_GMK
RUFY2	im_GMK
LOXL3	im_GMK
LIPA	im_GMK
TMEM204	im_GMK
ATP8A2	im_GMK
DOCK4	im_GMK
LRRC61	im_GMK
OXLD1	im_GMK
COL12A1	im_GMK
CBX4	im_GMK
IL1F10	im_GMK
TMCO5B	im_GMK
EPT1	im_GMK
CAND1	im_GMK
ITFG3	im_GMK
GGCT	im_GMK
SLC14A2	im_GMK
GABRG2	im_GMK
LOC100996842	im_GMK
MINPP1	im_GMK
ATL3	im_GMK
NKD1	im_GMK
POLR3E	im_GMK
TTC39C	im_GMK
LOC283728	im_GMK
PRKCQ	im_GMK
SRD5A2	im_GMK
CSTF2T	im_GMK
HYPK	im_GMK
GRM7	im_GMK
SEPHS1	im_GMK
FDFT1	im_GMK
OR2A5	im_GMK
FAHD1	im_GMK
ZNF706	im_GMK
KPNB1	im_GMK
PFKFB2	im_GMK
SNX3	im_GMK
YTHDF1	im_GMK
NCKAP1L	im_GMK
IDUA	im_GMK
ENTPD1	im_GMK
EMC9	im_GMK
AK4	im_GMK
USP21	im_GMK
IFNA7	im_GMK
HMGCR	im_GMK
FHAD1	im_GMK
LGALS9	im_GMK
SLC1A3	im_GMK
CSAG3	im_GMK
RBM43	im_GMK
ZNF770	im_GMK
C21orf91	im_GMK
ESRP1	im_GMK
RPL3	im_GMK
DPH3	im_GMK
CD9	im_GMK
OPN1SW	im_GMK
CXorf36	im_GMK
CDSN	im_GMK
KCTD9	im_GMK
STH	im_GMK
AKR1C4	im_GMK
PGM1	im_GMK
GPR132	im_GMK
ATXN10	im_GMK
NLN	im_GMK
CEBPB	im_GMK
RNF170	im_GMK
PLEKHH2	im_GMK
UNCX	im_GMK
USE1	im_GMK
OSCP1	im_GMK
YWHAG	im_GMK
MUC2	im_GMK
IL18	im_GMK
C2orf68	im_GMK
SLC5A9	im_GMK
CHST10	im_GMK
CAPN11	im_GMK
ANXA2R	im_GMK
DPYSL4	im_GMK
RTBDN	im_GMK
KLF12	im_GMK
YBX2	im_GMK
OR13C4	im_GMK
HAAO	im_GMK
WDR45	im_GMK
IL36G	im_GMK
MMP11	im_GMK
GAN	im_GMK
RPL13	im_GMK
ALX4	im_GMK
C2orf72	im_GMK
SFTPA2	im_GMK
THY1	im_GMK
ANKS3	im_GMK
SUMF1	im_GMK
IGANRP	im_GMK
MYH3	im_GMK
ATG101	im_GMK
PPP1R16A	im_GMK
EN2	im_GMK
RHOA	im_GMK
LEPREL2	im_GMK
ING4	im_GMK
API5	im_GMK
ZBTB3	im_GMK
DTX4	im_GMK
PSMB11	im_GMK
FREM1	im_GMK
MOB3A	im_GMK
TXNRD1	im_GMK
KLK2	im_GMK
FLG	im_GMK
GPAT2	im_GMK
CDR2L	im_GMK
PHF12	im_GMK
GTPBP1	im_GMK
CDC14B	im_GMK
KAT6B	im_GMK
ARMCX2	im_GMK
CCDC94	im_GMK
CLEC12A	im_GMK
GLA	im_GMK
RPL13A	im_GMK
GP1BA	im_GMK
LINC00954	im_GMK
ADORA2B	im_GMK
FDX1	im_GMK
PLEKHB1	im_GMK
CWC27	im_GMK
CYP11B1	im_GMK
C12orf76	im_GMK
YBX3	im_GMK
FEZ2	im_GMK
CD36	im_GMK
RAB6C-AS1	im_GMK
SLC7A14	im_GMK
NYNRIN	im_GMK
TJP3	im_GMK
SNX4	im_GMK
VPS8	im_GMK
LOC340335	im_GMK
GCRG224	im_GMK
USP6	im_GMK
FNBP1L	im_GMK
CRY2	im_GMK
EHD2	im_GMK
COMT	im_GMK
METAP1D	im_GMK
CDH2	im_GMK
SRSF6	im_GMK
SPOCK2	im_GMK
ZNF575	im_GMK
AAK1	im_GMK
PROP1	im_GMK
ZPLD1	im_GMK
SLC45A1	im_GMK
NCKAP1	im_GMK
PVRIG	im_GMK
PRKAG3	im_GMK
BAG2	im_GMK
ZNF589	im_GMK
WDR19	im_GMK
AP1S2	im_GMK
DEFB132	im_GMK
COQ10A	im_GMK
CLEC7A	im_GMK
SH2D3A	im_GMK
TGM6	im_GMK
PDE4D	im_GMK
LINC00869	im_GMK
ZEB1	im_GMK
SNX19	im_GMK
ITGA8	im_GMK
ZNF671	im_GMK
ZNF785	im_GMK
ZKSCAN1	im_GMK
SH2D1A	im_GMK
LRP5	im_GMK
NUB1	im_GMK
FAM221B	im_GMK
SMYD3	im_GMK
HEPN1	im_GMK
MS4A3	im_GMK
HIF3A	im_GMK
CTSG	im_GMK
SEC14L5	im_GMK
BEX5	im_GMK
IGSF11	im_GMK
ASH1L	im_GMK
CRISPLD2	im_GMK
UNC13C	im_GMK
TDG	im_GMK
OSBPL10	im_GMK
FBXO2	im_GMK
DNAJC1	im_GMK
LCE6A	im_GMK
M1AP	im_GMK
PCSK4	im_GMK
CALML5	im_GMK
PTPRK	im_GMK
PRRT1	im_GMK
LOC285505	im_GMK
FLT3LG	im_GMK
LINC01375	im_GMK
BEND7	im_GMK
SCFD1	im_GMK
LOC102724384	im_GMK
MZB1	im_GMK
GPATCH2L	im_GMK
TRABD2A	im_GMK
VPS53	im_GMK
YBEY	im_GMK
HDAC1	im_GMK
TAL1	im_GMK
FAM19A1	im_GMK
OR2A25	im_GMK
PCDHGA8	im_GMK
RPAP2	im_GMK
SPAG16	im_GMK
HSH2D	im_GMK
ZNF365	im_GMK
DLG3	im_GMK
RABGGTB	im_GMK
RTN4R	im_GMK
CXCR6	im_GMK
RITA1	im_GMK
TPTEP1	im_GMK
TP53I3	im_GMK
NKX2-3	im_GMK
ASIP	im_GMK
ZC3HAV1	im_GMK
ARHGAP44	im_GMK
SLC4A8	im_GMK
EXOSC4	im_GMK
DCLK1	im_GMK
NEDD4L	im_GMK
SLC45A2	im_GMK
FCHSD2	im_GMK
ARHGEF3	im_GMK
AIF1L	im_GMK
RHOH	im_GMK
HIRIP3	im_GMK
MARC1	im_GMK
LANCL3	im_GMK
PGAM5	im_GMK
MEG3	im_GMK
SNX10	im_GMK
HES2	im_GMK
TESPA1	im_GMK
SHPRH	im_GMK
GLRX2	im_GMK
SEPSECS	im_GMK
DENND1C	im_GMK
TARDBP	im_GMK
U2AF2	im_GMK
N4BP2	im_GMK
PGM3	im_GMK
H2AFJ	im_GMK
C15orf61	im_GMK
CEACAM8	im_GMK
RPS6KA3	im_GMK
OSGIN1	im_GMK
ACTL7B	im_GMK
C17orf58	im_GMK
ETS1	im_GMK
POM121L12	im_GMK
SLC26A5	im_GMK
PIK3IP1	im_GMK
MSANTD1	im_GMK
LDB3	im_GMK
C11orf58	im_GMK
RNF14	im_GMK
TMOD2	im_GMK
ZNF479	im_GMK
MKNK1	im_GMK
LAX1	im_GMK
GSTK1	im_GMK
PAF1	im_GMK
EEF1D	im_GMK
TMEM53	im_GMK
BMP1	im_GMK
MIOS	im_GMK
EFTUD1	im_GMK
MFSD7	im_GMK
MSMP	im_GMK
NTNG1	im_GMK
TAS2R14	im_GMK
CEPT1	im_GMK
C10orf55	im_GMK
TBC1D10C	im_GMK
ATP6V0B	im_GMK
RNF31	im_GMK
HK3	im_GMK
TM6SF1	im_GMK
C7orf26	im_GMK
TMEM138	im_GMK
TRIM17	im_GMK
ANXA11	im_GMK
RNF113A	im_GMK
ZNF596	im_GMK
MEST	im_GMK
SCD	im_GMK
HAUS8	im_GMK
ZNF394	im_GMK
CAPN12	im_GMK
SELK	im_GMK
CPA4	im_GMK
KMO	im_GMK
ZNF174	im_GMK
OR10R3P	im_GMK
TREML2	im_GMK
ARHGAP4	im_GMK
DRD4	im_GMK
RBMY1B	im_GMK
FAM96B	im_GMK
MRGBP	im_GMK
NDUFA4L2	im_GMK
ENO2	im_GMK
GJB7	im_GMK
SBSPON	im_GMK
KLF6	im_GMK
CASP8	im_GMK
GZMK	im_GMK
RPL36AP33	im_GMK
FYTTD1	im_GMK
KRTAP22-1	im_GMK
FAM50B	im_GMK
FFAR3	im_GMK
GRM3	im_GMK
NHLH2	im_GMK
USP53	im_GMK
ZNF302	im_GMK
CTSW	im_GMK
MED30	im_GMK
SLC22A1	im_GMK
EXD3	im_GMK
GIMAP8	im_GMK
ABCD1	im_GMK
ADIRF-AS1	im_GMK
SRC	im_GMK
MAPKAPK5	im_GMK
CTAGE9	im_GMK
PCNXL4	im_GMK
S100A10	im_GMK
TLE6	im_GMK
SPATA33	im_GMK
CA5B	im_GMK
MYO1G	im_GMK
CD3E	im_GMK
TDRD9	im_GMK
KAL1	im_GMK
EFNA5	im_GMK
TSKS	im_GMK
CD96	im_GMK
TM7SF3	im_GMK
ITK	im_GMK
SRGN	im_GMK
SLC25A42	im_GMK
CYFIP2	im_GMK
FBXL5	im_GMK
TBC1D32	im_GMK
EEF1G	im_GMK
LOC101929689	im_GMK
FAIM	im_GMK
CCDC101	im_GMK
ARPC1B	im_GMK
FBLIM1	im_GMK
FXYD6	im_GMK
SPATA2L	im_GMK
GRAP2	im_GMK
CNDP1	im_GMK
TIGIT	im_GMK
CLYBL	im_GMK
CUL2	im_GMK
STAG3	im_GMK
VPS35	im_GMK
CXXC1	im_GMK
PDIA6	im_GMK
PCDHB4	im_GMK
PDE1C	im_GMK
CAMK4	im_GMK
PAX9	im_GMK
CLN8	im_GMK
CTTN	im_GMK
TRAPPC13	im_GMK
OMA1	im_GMK
DNAJB3	im_GMK
GTPBP3	im_GMK
TNS1	im_GMK
YPEL3	im_GMK
HSD17B1	im_GMK
CCDC102B	im_GMK
PPP1R14B	im_GMK
CCDC47	im_GMK
MBOAT1	im_GMK
LOC729866	im_GMK
CXCR3	im_GMK
FAM200B	im_GMK
SUN5	im_GMK
NTSR2	im_GMK
USP18	im_GMK
CPO	im_GMK
RHBDL2	im_GMK
MAP4K2	im_GMK
KLF8	im_GMK
DPF1	im_GMK
FGD6	im_GMK
TCF7L2	im_GMK
TAPT1	im_GMK
KIF3B	im_GMK
ME1	im_GMK
SP140	im_GMK
ATPAF1	im_GMK
TUBA1A	im_GMK
ZFR	im_GMK
OSBPL7	im_GMK
PRSS2	im_GMK
PTMS	im_GMK
GPSM3	im_GMK
ANKS6	im_GMK
BTBD11	im_GMK
ZNF506	im_GMK
DOCK9-AS2	im_GMK
MLNR	im_GMK
ATP6AP2	im_GMK
GYG2P1	im_GMK
GABRR1	im_GMK
SNX20	im_GMK
CACNA1H	im_GMK
C12orf65	im_GMK
IFNGR2	im_GMK
SEMA7A	im_GMK
HSP90AA1	im_GMK
KCNJ13	im_GMK
RNF126	im_GMK
MRPL49	im_GMK
CAB39L	im_GMK
CAPRIN2	im_GMK
ABCC5	im_GMK
CCDC8	im_GMK
CNTN2	im_GMK
TFPI2	im_GMK
SIDT1	im_GMK
CTNND1	im_GMK
WAS	im_GMK
MTFR1	im_GMK
GPR173	im_GMK
LAPTM5	im_GMK
IRF2BP1	im_GMK
ZXDB	im_GMK
STRADB	im_GMK
RAB6C	im_GMK
NHEJ1	im_GMK
SUN3	im_GMK
PI4KA	im_GMK
MYPN	im_GMK
TARS	im_GMK
FSD1L	im_GMK
HTATIP2	im_GMK
CMTM4	im_GMK
CLN6	im_GMK
RABEPK	im_GMK
VAPB	im_GMK
ZNF662	im_GMK
ZC3H12D	im_GMK
KRTAP4-4	im_GMK
ZCCHC3	im_GMK
SEL1L	im_GMK
CYGB	im_GMK
CTDP1	im_GMK
CELF4	im_GMK
FAM166B	im_GMK
TRAF3IP3	im_GMK
ZNF177	im_GMK
GCLC	im_GMK
ALDH1A2	im_GMK
KCNIP2	im_GMK
MTMR2	im_GMK
C5orf56	im_GMK
LEPR	im_GMK
RAP1GAP	im_GMK
FRAT1	im_GMK
NT5C3B	im_GMK
ZP2	im_GMK
ABCB9	im_GMK
ABHD14A	im_GMK
MOSPD3	im_GMK
PROB1	im_GMK
LOC100131066	im_GMK
MAL	im_GMK
LCE1C	im_GMK
VSIG8	im_GMK
LGALS2	im_GMK
UMOD	im_GMK
C2orf42	im_GMK
FANCC	im_GMK
KTN1-AS1	m_GMK
OR8H3	m_GMK
C21orf58	m_GMK
GIT1	m_GMK
COL11A2	m_GMK
MAN1B1	m_GMK
TNFAIP1	m_GMK
EFNB2	m_GMK
LOC101928433	m_GMK
ABCC5	m_GMK
NUTM1	m_GMK
RASD1	m_GMK
NAIF1	m_GMK
SEPT7	m_GMK
DTD1	m_GMK
FBXO31	m_GMK
HEXIM2	m_GMK
EGLN2	m_GMK
CCNL1	m_GMK
SCGB3A2	m_GMK
KIAA0040	m_GMK
LOC100505625	m_GMK
ZNF768	m_GMK
DSG2	m_GMK
CDKN1A	m_GMK
TMEM11	m_GMK
ARMC6	m_GMK
LOC101928545	m_GMK
SLC12A9	m_GMK
ARMC9	m_GMK
SPATA21	m_GMK
EMC8	m_GMK
GADD45G	m_GMK
SLC46A2	m_GMK
REXO1L2P	m_GMK
LOC100128170	m_GMK
KDM2A	m_GMK
MPV17L	m_GMK
FUT7	m_GMK
GPCPD1	m_GMK
RNASET2	m_GMK
DST	m_GMK
NDUFB7	m_GMK
DMAP1	m_GMK
UBASH3A	m_GMK
RTP1	m_GMK
KRT18	m_GMK
SLC19A1	m_GMK
FAM198A	m_GMK
ATRX	m_GMK
GGA1	m_GMK
VWF	m_GMK
PYCARDOS	m_GMK
LOC100129516	m_GMK
MRPL38	m_GMK
NOL4L	m_GMK
LOC102725009	m_GMK
CCDC24	m_GMK
ZNF778	m_GMK
PFKL	m_GMK
CYP2S1	m_GMK
TAPBP	m_GMK
GATA1	m_GMK
SPRR1B	m_GMK
CDKL4	m_GMK
EMD	m_GMK
PKDCC	m_GMK
ORMDL1	m_GMK
TMEM82	m_GMK
MYRF	m_GMK
DGAT1	m_GMK
NPIPA5	m_GMK
GOLGA6L9	m_GMK
ABCA3	m_GMK
PLA2G4F	m_GMK
WDR66	m_GMK
SNTA1	m_GMK
FRAS1	m_GMK
ZMYM2	m_GMK
MPDU1	m_GMK
ZBTB20	m_GMK
MANF	m_GMK
ST6GALNAC2	m_GMK
ZNF492	m_GMK
RBM15B	m_GMK
SF3A1	m_GMK
KIAA1522	m_GMK
INMT	m_GMK
AP4M1	m_GMK
HMBOX1	m_GMK
OR5H1	m_GMK
COX7A1	m_GMK
TMEM14E	m_GMK
PADI3	m_GMK
CASP10	m_GMK
GNB2	m_GMK
BPIFB2	m_GMK
LOC100129216	m_GMK
SELM	m_GMK
SCG3	m_GMK
STOX2	m_GMK
FAM178B	m_GMK
OGFR	m_GMK
CCDC144A	m_GMK
ANKRD36B	m_GMK
GRIN1	m_GMK
LYPD1	m_GMK
ZNF292	m_GMK
MS4A6A	m_GMK
FANCE	m_GMK
AHSA2	m_GMK
STYXL1	m_GMK
VARS2	m_GMK
ZNF813	m_GMK
NDRG4	m_GMK
FOXN1	m_GMK
B3GALT4	m_GMK
NPRL2	m_GMK
PKP4	m_GMK
ANK2	m_GMK
LRRK1	m_GMK
PDE3B	m_GMK
CD93	m_GMK
TSC1	m_GMK
PVT1	m_GMK
TTI1	m_GMK
FANCF	m_GMK
CARD14	m_GMK
CHST10	m_GMK
C19orf26	m_GMK
NDOR1	m_GMK
PRKXP1	m_GMK
RASGRF1	m_GMK
SMIM15	m_GMK
GPR150	m_GMK
ZNF692	m_GMK
TNFRSF11B	m_GMK
EXOSC5	m_GMK
IL2RG	m_GMK
TERF1	m_GMK
LOC153811	m_GMK
CD79A	m_GMK
CHST14	m_GMK
HMGCLL1	m_GMK
ATP5G1	m_GMK
RET	m_GMK
EDC3	m_GMK
ZNF320	m_GMK
EMID1	m_GMK
NUAK1	m_GMK
LOC100131742	m_GMK
ERCC1	m_GMK
P2RY6	m_GMK
LOC283482	m_GMK
VPREB3	m_GMK
C16orf91	m_GMK
KDM5A	m_GMK
RAI1	m_GMK
KRTAP9-4	m_GMK
NDUFA3	m_GMK
PRICKLE3	m_GMK
DPYSL3	m_GMK
CDK16	m_GMK
ENHO	m_GMK
SLC45A4	m_GMK
SHC1	m_GMK
CAV2	m_GMK
WDR25	m_GMK
CDCA5	m_GMK
SLC32A1	m_GMK
ANKRD13B	m_GMK
SARM1	m_GMK
RAB15	m_GMK
VPS13B	m_GMK
STEAP1B	m_GMK
FOXC1	m_GMK
APBA2	m_GMK
CCDC167	m_GMK
TULP1	m_GMK
WDR55	m_GMK
ZNF878	m_GMK
TWIST2	m_GMK
SFTPA1	m_GMK
RERG	m_GMK
S100A7A	m_GMK
BDKRB2	m_GMK
LLGL2	m_GMK
CCNJL	m_GMK
C16orf78	m_GMK
SFMBT2	m_GMK
EFCAB5	m_GMK
ANKRD36	m_GMK
NASP	m_GMK
FADD	m_GMK
GABRQ	m_GMK
CCDC39	m_GMK
CTRB2	m_GMK
METTL7A	m_GMK
CCDC71	m_GMK
RAPH1	m_GMK
KCNG4	m_GMK
C12orf60	m_GMK
ABHD17A	m_GMK
ITGA4	m_GMK
DEF6	m_GMK
HAUS7	m_GMK
PRRG2	m_GMK
ANO2	m_GMK
CHADL	m_GMK
HDAC11	m_GMK
ORC6	m_GMK
SOCS3	m_GMK
TGFBR2	m_GMK
NDUFV1	m_GMK
CTPS2	m_GMK
ZNF577	m_GMK
SHOX	m_GMK
ARFRP1	m_GMK
S100A8	m_GMK
SLC26A11	m_GMK
S100B	m_GMK
CLTCL1	m_GMK
MASP1	m_GMK
METTL21A	m_GMK
FAM212B	m_GMK
NUTM2D	m_GMK
C16orf3	m_GMK
OCLN	m_GMK
QSOX1	m_GMK
C3orf36	m_GMK
NUTM2B	m_GMK
CDIP1	m_GMK
BLOC1S3	m_GMK
TMEM221	m_GMK
ZNF502	m_GMK
C1orf54	m_GMK
TNFRSF14	m_GMK
CCDC151	m_GMK
METTL3	m_GMK
LOC440047	m_GMK
SLC35A2	m_GMK
DCDC2C	m_GMK
KPTN	m_GMK
ZSCAN20	m_GMK
NCAPH2	m_GMK
SEPT14	m_GMK
RNPC3	m_GMK
LOC284373	m_GMK
TET2	m_GMK
RPL6	m_GMK
LFNG	m_GMK
SERGEF	m_GMK
ZNF787	m_GMK
CYP1A2	m_GMK
NOC2L	m_GMK
LDHAL6A	m_GMK
CD5L	m_GMK
LOC100131821	m_GMK
PEA15	m_GMK
PRY2	m_GMK
C11orf95	m_GMK
UBE2M	m_GMK
S100A1	m_GMK
UBE3D	m_GMK
CCDC149	m_GMK
ELAVL4	m_GMK
ANXA2	m_GMK
LOC102724074	m_GMK
C14orf166	m_GMK
SERTAD1	m_GMK
ZMYM6	m_GMK
NBN	m_GMK
GJB2	m_GMK
LOC728637	m_GMK
SARDH	m_GMK
PHACTR1	m_GMK
UBALD2	m_GMK
ULK2	m_GMK
C1orf115	m_GMK
ARHGAP17	m_GMK
SLC22A13	m_GMK
KBTBD7	m_GMK
KRTAP10-1	m_GMK
SMAD2	m_GMK
FBN3	m_GMK
C9orf24	m_GMK
MEGF11	m_GMK
SLITRK4	m_GMK
SLC12A4	m_GMK
ADAM19	m_GMK
SEC61A1	m_GMK
C11orf53	m_GMK
LOC730338	m_GMK
MMACHC	m_GMK
SLC9A4	m_GMK
TBRG4	m_GMK
NR1I3	m_GMK
ZNF835	m_GMK
GGT5	m_GMK
NRP2	m_GMK
ABAT	m_GMK
NKAPL	m_GMK
IFITM2	m_GMK
MYOCD	m_GMK
ZNF395	m_GMK
EMILIN3	m_GMK
CHRM3	m_GMK
MUC6	m_GMK
BEST4	m_GMK
BCR	m_GMK
LOC100506457	m_GMK
GBP1	m_GMK
RUNX1	m_GMK
ACOT12	m_GMK
LOC650293	m_GMK
TLE4	m_GMK
POLR2L	m_GMK
TRIM26	m_GMK
PHF20L1	m_GMK
VN1R5	m_GMK
AC093620.5	m_GMK
ZNF248	m_GMK
ECSIT	m_GMK
CD3EAP	m_GMK
PCNA	m_GMK
EPM2AIP1	m_GMK
NFASC	m_GMK
PMPCA	m_GMK
METTL15	m_GMK
KRT20	m_GMK
SHISA7	m_GMK
TNFSF10	m_GMK
FAM65C	m_GMK
HTRA3	m_GMK
HELZ2	m_GMK
OBSCN	m_GMK
TRERF1	m_GMK
PPP1R8	m_GMK
JADE1	m_GMK
FNDC5	m_GMK
LRRC37A3	m_GMK
METTL7B	m_GMK
ARHGAP42	m_GMK
PRRX2	m_GMK
UBD	m_GMK
LOC100128006	m_GMK
CLIP4	m_GMK
S1PR5	m_GMK
IFITM3	m_GMK
ZMYND8	m_GMK
NPIPB15	m_GMK
TTC30A	m_GMK
SEPT8	m_GMK
PLEKHO1	m_GMK
AMY1C	m_GMK
DIS3L2	m_GMK
DOCK3	m_GMK
KCTD19	m_GMK
ZC4H2	m_GMK
ANP32A	m_GMK
CD48	m_GMK
PXMP2	m_GMK
DNMT3B	m_GMK
DLG4	m_GMK
FXYD3	m_GMK
KCTD17	m_GMK
ASIC4	m_GMK
TPM1	m_GMK
SZT2	m_GMK
UNC119	m_GMK
WRAP53	m_GMK
KLK14	m_GMK
DNAH10	m_GMK
CCR3	m_GMK
PTDSS2	m_GMK
DOLPP1	m_GMK
CACTIN	m_GMK
ZNF135	m_GMK
RPUSD3	m_GMK
TPO	m_GMK
GPAT2	m_GMK
UBIAD1	m_GMK
GPR162	m_GMK
EIF4ENIF1	m_GMK
NAA15	m_GMK
ATP8B2	m_GMK
ZNF629	m_GMK
LOC100131719	m_GMK
NOXO1	m_GMK
TMEM14A	m_GMK
RHPN2	m_GMK
SLC52A2	m_GMK
LOC100131581	m_GMK
PIH1D2	m_GMK
RPP30	m_GMK
TGFBR3L	m_GMK
TMEM201	m_GMK
PDIA5	m_GMK
SHISA4	m_GMK
KRTAP10-10	m_GMK
TLDC2	m_GMK
FLJ31713	m_GMK
PKNOX1	m_GMK
ABHD11	m_GMK
HEBP2	m_GMK
MCF2L	m_GMK
NBPF3	m_GMK
LOC100129111	m_GMK
LOC101928710	m_GMK
KRT34	m_GMK
HDHD3	m_GMK
F2RL3	m_GMK
AMER3	m_GMK
SLC30A4	m_GMK
OSMR	m_GMK
CALCRL	m_GMK
EGLN3	m_GMK
PDZK1IP1	m_GMK
DGKA	m_GMK
EID3	m_GMK
INTS3	m_GMK
FMNL1	m_GMK
SPDYE2	m_GMK
ZNF708	m_GMK
SF3B6	m_GMK
RAB34	m_GMK
FAM181A	m_GMK
VWCE	m_GMK
C1orf229	m_GMK
CD1A	m_GMK
ZNF594	m_GMK
TXNL4A	m_GMK
CBX8	m_GMK
RPL39L	m_GMK
LOC101929115	m_GMK
ART4	m_GMK
GOLGA6L4	m_GMK
CNOT2	m_GMK
BCL3	m_GMK
ANXA3	m_GMK
NCOR2	m_GMK
TUBG1	m_GMK
POFUT1	m_GMK
ITGA1	m_GMK
PINLYP	m_GMK
TAS2R13	m_GMK
CSTF2	m_GMK
IL15RA	m_GMK
VWA5B1	m_GMK
RUNX3	m_GMK
ACBD4	m_GMK
LOC100129112	m_GMK
CBX1	m_GMK
CCDC125	m_GMK
GPD1L	m_GMK
RETSAT	m_GMK
KLK6	m_GMK
FZD1	m_GMK
ZFHX2	m_GMK
HIVEP3	m_GMK
MTRNR2L9	m_GMK
SLC39A5	m_GMK
DHX34	m_GMK
SLC6A3	m_GMK
KRTAP10-12	m_GMK
C9orf3	m_GMK
CACNG1	m_GMK
DRD5	m_GMK
NDUFB10	m_GMK
ZFP14	m_GMK
AK9	m_GMK
HEPACAM	m_GMK
RNGTT	m_GMK
LOC101930277	m_GMK
GPR75	m_GMK
CYB561D2	m_GMK
ZNF653	m_GMK
DIRC2	m_GMK
AZIN2	m_GMK
GHSR	m_GMK
CENPN	m_GMK
P2RX2	m_GMK
PCYT2	m_GMK
FKRP	m_GMK
DAPK3	m_GMK
ZFP69	m_GMK
DCAF8L1	m_GMK
ZCCHC7	m_GMK
KDELC2	m_GMK
HTRA4	m_GMK
CITED2	m_GMK
CCR4	m_GMK
AFF1	m_GMK
RPL36A-HNRNPH2	m_GMK
HRAS	m_GMK
LOC100131432	m_GMK
ACKR1	m_GMK
ZNF676	m_GMK
PLOD3	m_GMK
FAM131C	m_GMK
NUDT18	m_GMK
ALPPL2	m_GMK
HIST1H2AI	m_GMK
ZNF174	m_GMK
TMEM52	m_GMK
RCN3	m_GMK
RBP4	m_GMK
ACSBG1	m_GMK
MOB3C	m_GMK
TRIM58	m_GMK
GSTM5	m_GMK
NOP14	m_GMK
SLC16A7	m_GMK
KCNJ11	m_GMK
LOC729683	m_GMK
RAPGEF3	m_GMK
TRAF2	m_GMK
RBM12	m_GMK
MRPL55	m_GMK
DHX30	m_GMK
TOMM34	m_GMK
GLTP	m_GMK
MARVELD2	m_GMK
SUV39H1	m_GMK
LOC644285	m_GMK
EXOC7	m_GMK
MYH6	m_GMK
JPH3	m_GMK
F11	m_GMK
SPI1	m_GMK
CCL13	m_GMK
CHD6	m_GMK
ZNF232	m_GMK
GOLGA6L6	m_GMK
GATA4	m_GMK
CD207	m_GMK
CLEC1A	m_GMK
SGK223	m_GMK
FURIN	m_GMK
WNT3A	m_GMK
GID4	m_GMK
LOC100128668	m_GMK
PCP2	m_GMK
NBPF1	m_GMK
SERPINB13	m_GMK
GINS3	m_GMK
SNAI1	m_GMK
BYSL	m_GMK
C11orf87	m_GMK
WDTC1	m_GMK
ZNF680	m_GMK
LDLRAD1	m_GMK
LEAP2	m_GMK
C17orf107	m_GMK
THOC2	m_GMK
HLA-DOA	m_GMK
ZNF704	m_GMK
SLC10A7	m_GMK
WNT7A	m_GMK
TNNI1	m_GMK
F13A1	m_GMK
NAA11	m_GMK
TMUB1	m_GMK
TTPAL	m_GMK
VAMP5	m_GMK
EPS8L1	m_GMK
SNRPD1	m_GMK
SAE1	m_GMK
TRMT6	m_GMK
OR10G2	m_GMK
SRSF1	m_GMK
TRMT1	m_GMK
LAMA5	m_GMK
TSPAN15	m_GMK
ALKBH3	m_GMK
LOC101927497	m_GMK
EBF1	m_GMK
